std,rho,mu,omega,alpha1,alpha2,alpha3,beta1,beta2,beta3
0.018560142670522653,0.11572594497030932,0.008269958319939232,0.3702269745450614,1.2388734899471926e-14,0.031385683607811236,0.07636707544646233,3.083820165768499e-15,2.343904769146516e-15,0.5084848183626911
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01649340032006186,0.0884543028258747,-0.019445700647849413,0.025324094462152096,0.07564449297953718,0.0,0.0,0.4846845534480742,0.0,0.41256713179626026
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.019425856839658827,-0.17156287009920906,-0.06754755879281316,0.5400592955865496,0.17244631649147013,0.2711011387115956,0.0,2.840947039710216e-14,0.0,0.07161526679567864
0.015661118198806185,-0.028699131640281098,0.031106534346487854,0.15245579185564745,0.11480349142598854,0.020227152439795438,4.3048965741004395e-12,6.329988781504105e-12,5.075742635278552e-12,0.7157887378512786
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01146607363350152,-0.05611118910622911,0.015578060084675415,0.38124238054576415,0.025430472812399813,0.3884158282609482,0.03702949262413478,0.0,0.14203448557732273,0.07571670994656687
0.016487786078520823,-0.01071957041104002,0.14637525085298242,0.18865937981644695,1.1528779592305324e-13,0.0,0.19266017142283645,0.0,0.5671002761392506,0.0
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.018084621460299575,0.12592361601009816,-0.06038810377893007,0.009570226264795825,0.004815011408033302,0.0,2.3505475845601647e-11,0.0,0.00220343109231328,0.9929815583584477
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.02097999615068305,0.04629085239414075,-0.01183887563470463,0.03182108549415574,0.10482137557612584,0.0,0.0,0.4092602359712958,0.0,0.45354918599892113
0.01827647718683984,-0.025213329272390183,-0.01616830026886322,0.496704669196264,0.10414271603587355,0.03734539636144728,0.1717510530769224,0.0,0.0,0.21436774588449012
0.016742182658269985,0.0824592217065298,0.008271762583567658,0.06578271497914412,0.0,0.0,0.0,0.3539538355726226,0.0,0.5822616418433427
0.018446177488116333,0.023546293574195423,-0.037996126194375694,0.011076061446686113,2.0290082875784698e-08,0.005118103335775733,2.113244039399475e-08,4.7440254938144435e-09,4.0871021640529135e-09,0.9904466248370766
0.022729520226980375,0.06139697663607118,-0.033776801537358375,1.6719899440232197e-08,0.011342416632251264,8.176111459388819e-09,1.0289014225031906e-08,0.0031483394620134366,3.3831814139795963e-09,0.9667829609344594
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.017408435896058384,-0.061834889335340655,0.015928483625751652,0.033610799889312266,0.0707679920872747,0.0,0.0,0.6344756946563224,0.0,0.25762738111330147
0.022081039012645076,-0.14680229707137496,0.005882369708664128,0.06253675828691964,0.0,0.0,0.05634744413128328,0.22069426687348498,5.632717732195455e-12,0.6630023253403269
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.019791358033600135,-0.009146446382433558,0.0492892629995298,0.5906836815333332,0.2484535759714146,0.0367438717977324,0.027026537725980775,2.7458866852307612e-14,0.11801901484988277,1.6763086551151422e-14
0.01804620472316366,0.04563585398209582,0.02079112474758078,0.007132885671367481,9.541784257865565e-09,1.5026787907230286e-08,5.299162133783688e-09,2.865340446875958e-09,0.026369156228017825,0.9708905967490964
0.020969213579867297,0.012894820839443263,-0.0021539872115755023,0.10283657916483827,0.028700800873063526,0.09158102701327005,0.09522618044034244,1.3140233425434642e-13,0.02226013383740607,0.6468337653848105
0.013617283426053239,0.046379679283915946,0.018659752934521264,0.9410664022247145,0.023857329338652797,0.005908090313638874,0.03069609747411806,1.6885603840362024e-12,1.6797938111875675e-12,1.727116718124276e-12
0.013387665530265415,-0.013528644582764843,-0.0036255483617363654,0.0015792074408457965,0.16802678191770562,0.09486107140412017,0.1054756458287695,0.08406466274632983,2.6258463199821713e-07,0.5475717662238072
0.014782713860510575,0.10758830727061565,-0.019213200963997756,0.028689240151587185,0.0,1.229012796651412e-10,0.0,0.0,0.0,0.9407756740027242
0.04614283629916381,0.18393678253011045,0.00011442463876701843,0.014606577461431873,0.03954545550128336,0.0,0.09854744250644171,0.861838921440862,6.780990211283083e-05,0.0
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01818677371316638,-0.04496741105498372,0.014150237838169818,0.12802362996287095,0.2958732117169929,0.11045705539168793,5.2827028855559845e-11,7.054754966411875e-11,0.48703402530925993,1.6344399870922882e-10
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.014851632913636031,0.1898597342290229,-0.0009671190343609628,0.16308330061200552,0.031950952876747714,0.0,0.6297888924666486,0.0,0.2153840529679116,0.0
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.03564694678894475,-0.05688808433999675,0.1322593508042682,0.0038368117850036613,5.072495800363294e-09,4.980407062429179e-09,4.7944981363949805e-09,0.9513223777439183,1.5770781748498264e-06,6.413662146350063e-08
0.01248366390742511,0.07064862807514315,0.08075936325791398,0.04296977393669542,2.6539113517656236e-10,4.304155133388468e-08,9.988947625385914e-09,0.777335563773772,0.17810820463296798,7.557307323063055e-05
0.011695535021391847,-0.06962011461077193,0.006199381698314532,0.5236910029379813,0.12176256600785772,0.0,0.15631792429607072,1.3925892814038832e-14,0.15690556355863564,0.07404387845275184
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.02177212580516677,0.050828316676938365,0.012772654772666108,0.031031875002744805,0.15259208380950576,2.348845997351635e-14,2.671225325009996e-13,0.0,0.33139580315175066,0.48046527211477996
0.01052593779968265,-0.09220594365340751,0.1355589507586902,0.26081345945426865,0.0,4.142783494199475e-11,0.0,3.695627887077823e-11,0.7279285422074767,0.0
0.016135762506687187,-0.11037769821539552,0.06738686488207728,0.04634168113095659,0.10235575043370909,0.019779914584607632,0.14380344124331906,3.731679758943889e-12,1.2720410148721025e-11,0.6891484629474547
0.021125873790073336,-0.054933016823650156,-0.040959300809435696,0.005089574426709583,4.011754278768743e-07,3.6589559631068118e-06,0.003549459305436852,6.528276756659006e-07,8.379305892313786e-07,0.9964430360809251
0.013444966213629707,0.04604674065647871,0.008553302572606832,0.0672393214499727,0.11773887387721425,0.012337945389647002,0.0,0.0,0.0,0.7878562431368721
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01637806481090947,-0.07917611361014318,0.020447905480125785,0.051593449128537444,0.1326835005593488,0.0,3.9479141993310833e-16,5.295354390915837e-15,0.2956127826663083,0.5100889686592384
0.01416705550347674,0.06831994820436828,-0.0248826184668981,0.3784895988517312,0.07077086408738159,0.04471592943776369,5.998531602114978e-13,6.192212736886293e-12,2.5779980683934605e-12,0.5065349749465996
0.016607550589811514,0.06605531061915965,0.010607200315323357,0.005817203109035,0.0,0.0,0.0,8.473082842247728e-09,9.24701234533679e-09,0.9999999995386657
0.015934653564610983,0.027956679025304996,0.0038031265351001877,0.050527090664292895,0.18132041263475096,0.07139945089843641,2.0610762737665502e-11,2.3064261683557023e-11,2.880849038169707e-11,0.6910566439616939
0.0198110359353391,0.004329087384348947,-0.02749889289942869,0.010948258410221392,0.058375034441712444,3.007962789110306e-09,0.0,0.54232830065617,0.0,0.38583533154813
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01608786146096,0.07079161841875317,-0.004319411815132726,0.06800718161418458,0.0884584746927325,0.0397597749369131,0.0054538118787016915,8.738870970613395e-16,0.18973490881068172,0.6048558122509659
0.016361121847538577,-0.04455062656136531,0.02434846769813671,0.034189723438168125,5.028952613674089e-13,0.0,0.08088414671578284,0.0,0.3320330473797689,0.5462012337951673
0.043929978841063755,-0.0481369082548268,-0.005461930331308958,0.0608847984657277,0.48667542779566525,8.16096909298094e-09,0.0,0.19058167193901518,7.633747623277317e-08,0.32274282154560263
0.017219464277808506,-0.001831127934869701,-0.045041074673784244,0.009349442809593331,0.04570255293199101,0.0,0.0,0.05687106737432358,0.0,0.8890984733448258
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
0.01933431413878139,0.02636341487295653,0.055577207521812944,0.10573485198391046,0.1540908109908441,0.021123150690532198,0.059045932299310724,9.045544268228463e-09,1.50739385776396e-09,0.6672474523834704
0.012410065013715747,0.03685480641518307,0.01833612587518169,0.05235280892584028,0.16255118918955888,0.016360734412694207,0.003587230401652134,7.306149161438029e-13,0.38907500100751713,0.3662975068290034
0.020826076008084705,0.013897993146475008,-0.019288549241200444,0.16244329102852015,0.14824043221314206,0.06929591987604443,0.015211938729850615,0.0,7.496400164408548e-15,0.5815682649359466
0.010905445094311426,-0.0869399836849861,-0.012347378775616154,0.23884431669858977,0.1113961452119988,0.0917062183307726,0.09607497314477788,0.0,0.0,0.421159895378336
0.013558750038418362,0.05439410834465925,0.018965247670040743,0.027688799716372038,0.07356523148618618,0.020839247316372156,0.021587381173728104,0.0,0.0,0.8540042358745201
0.018067473509621564,0.03965368939195583,0.012493064342510173,0.013223290881488107,0.002201039898044976,0.0055037872558992805,0.04733184516810488,0.01984622043270571,0.0,0.9116245728093733
0.019091211819801123,-0.016326808962913598,0.011483072857113755,0.01687448896001536,0.09362162480674988,4.072912863338477e-09,0.0,0.16930842159578074,0.0,0.7292282924633267
0.015175902508095616,0.05516661084712574,0.016336826474775617,0.15483150288884157,0.20514116620681225,8.88997652341258e-15,0.0,0.28348682077300313,0.20908524911947626,0.125013308155606
0.020246816586039405,-0.007371406359296134,-0.005538308477489805,0.0884966556232861,0.08662044216058938,0.04821733710922503,0.0,0.521192967392769,3.691931229219241e-11,0.24877314919008614
0.03496133584874985,0.07367905083934043,-0.037161966540548444,0.009117525978360222,0.0038799140905803513,4.123324271563666e-08,0.0,7.365377924861916e-08,6.195135563141086e-08,0.9961202477976517
0.02791299080901833,0.01780406070099581,-0.011815115469542455,0.1581250666005503,0.24606044352129125,0.05650562940119023,0.0,3.132172547975396e-14,0.18504530116610934,0.3553352601190025
0.017986384802364194,0.05027700966359064,0.016735903808227943,0.07087522948139481,0.1367770538309074,0.01922636408276773,0.0,0.0,0.26521376937763597,0.5089867723845783
0.016076034206904236,-0.005117260035908621,-0.026981332824061212,0.34730022186689213,0.15692844230700978,0.19796548782176412,0.032872996240684085,0.089400157444566,0.18818482575145457,5.1815026054364485e-17
0.0145592219017347,-0.017898124124342333,0.003238907520309225,0.5488294958989927,0.511206746496516,0.0,0.0,0.0,0.0,0.05131062436109849
0.020781192525065214,0.1150532424143794,-0.021389321995883656,0.08598186376808502,0.19197433702141045,0.0025842729351599936,8.307960092177859e-11,0.0037477517316758073,4.73232338647512e-11,0.6741949989150381
0.017522892457275993,0.011179098060788921,0.06320764947995094,0.03932766451743698,0.10026468147675442,0.007618450135114039,0.0,0.1666809581009441,1.5663375512142987e-14,0.675091690529742
0.017282908522813036,0.0074753051456331356,-0.0058525683872423006,0.037487992560598385,0.15311403754566102,2.1045641121406535e-12,0.0,3.0775740991362063e-12,0.44699503307682853,0.3605318015748087
0.01968567717237678,-0.010665444761618353,-0.00648624094515431,0.14261660350524266,0.20389421280293865,0.0,2.0569905558749753e-13,0.2504295112993485,0.04497065103338125,0.3412265970623837
0.013080476719102199,-0.014021025410945126,0.022039257984370723,0.11655068258213687,0.21183192297341474,0.0,0.0,0.16326540719082833,0.39961123017791994,0.09610383428019405
0.013596971229706375,-0.010929715000660692,0.012778105082197207,0.2028829679315434,0.17187123495331946,0.08995772912353223,6.275016413435606e-14,0.0,0.21885412898508658,0.295575462806093
0.01858913136854381,-0.006257662300687891,0.00418218727876416,0.23229720896937578,0.12160086089536365,0.03566326990545291,0.03360121364527133,0.08395832993782888,0.1292705673273261,0.4082073724261452
